Churn,customer.tenure,account.Charges.Monthly,account.Contract,customer.SeniorCitizen,internet.InternetService,account.PaymentMethod
No,14,82.65,Month-to-month,0,Fiber optic,Electronic check
No,59,68.7,One year,0,DSL,Bank transfer (automatic)
No,47,58.9,One year,0,DSL,Mailed check
No,71,24.65,Two year,0,No,Bank transfer (automatic)
Yes,47,107.35,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,5,96.55,Month-to-month,0,Fiber optic,Electronic check
Yes,11,44.05,Month-to-month,0,DSL,Electronic check
No,41,109.1,One year,0,Fiber optic,Bank transfer (automatic)
No,52,63.25,Two year,0,DSL,Credit card (automatic)
No,9,20.4,Month-to-month,0,No,Mailed check
No,9,43.75,Month-to-month,0,DSL,Electronic check
Yes,10,80.25,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,12,19.35,Two year,0,No,Bank transfer (automatic)
Yes,22,55.15,One year,0,DSL,Credit card (automatic)
No,52,68.75,One year,0,DSL,Electronic check
Yes,43,56.15,Month-to-month,0,DSL,Electronic check
No,13,49.15,Month-to-month,0,DSL,Electronic check
Yes,3,75.8,Month-to-month,0,Fiber optic,Electronic check
No,16,91.55,Month-to-month,1,Fiber optic,Electronic check
No,45,24.7,One year,1,No,Credit card (automatic)
Yes,4,73.75,Month-to-month,0,Fiber optic,Electronic check
,34,85.2,Month-to-month,1,Fiber optic,Credit card (automatic)
Yes,3,79.1,Month-to-month,0,Fiber optic,Electronic check
Yes,6,105.3,Month-to-month,0,Fiber optic,Electronic check
Yes,1,19.6,Month-to-month,0,No,Mailed check
No,70,24.25,Two year,0,No,Bank transfer (automatic)
Yes,3,29.7,Month-to-month,0,DSL,Credit card (automatic)
Yes,56,24.9,One year,0,No,Electronic check
Yes,24,101.25,Month-to-month,1,Fiber optic,Electronic check
Yes,25,98.5,Month-to-month,1,Fiber optic,Electronic check
No,53,53.6,One year,0,DSL,Electronic check
,32,35.15,Month-to-month,0,DSL,Electronic check
Yes,1,69.85,Month-to-month,0,Fiber optic,Electronic check
Yes,25,90.4,One year,0,Fiber optic,Electronic check
No,8,44.65,Month-to-month,0,DSL,Bank transfer (automatic)
No,27,19.9,Two year,0,No,Mailed check
,46,100.7,Month-to-month,1,Fiber optic,Electronic check
No,60,50.05,One year,0,DSL,Electronic check
No,20,81.45,Month-to-month,1,Fiber optic,Electronic check
Yes,56,104.75,One year,1,Fiber optic,Bank transfer (automatic)
Yes,1,81.1,Month-to-month,0,Fiber optic,Electronic check
No,42,66.5,Two year,0,DSL,Credit card (automatic)
No,16,20.1,One year,0,No,Bank transfer (automatic)
No,65,110.8,Two year,0,Fiber optic,Credit card (automatic)
No,20,91.0,One year,1,Fiber optic,Bank transfer (automatic)
No,33,88.95,Two year,0,Fiber optic,Electronic check
No,22,20.45,Month-to-month,0,No,Bank transfer (automatic)
Yes,8,30.45,Month-to-month,0,DSL,Electronic check
No,44,20.4,Two year,0,No,Credit card (automatic)
No,72,26.25,Two year,0,No,Bank transfer (automatic)
Yes,7,93.85,Month-to-month,0,Fiber optic,Electronic check
,20,94.1,Month-to-month,1,Fiber optic,Electronic check
No,51,78.65,One year,0,DSL,Credit card (automatic)
No,69,110.25,Two year,1,Fiber optic,Credit card (automatic)
Yes,57,39.3,Month-to-month,0,DSL,Electronic check
Yes,35,85.15,One year,0,Fiber optic,Electronic check
Yes,2,70.4,Month-to-month,0,Fiber optic,Electronic check
Yes,15,79.4,Month-to-month,1,Fiber optic,Electronic check
No,22,19.95,One year,0,No,Mailed check
No,53,62.85,One year,0,DSL,Credit card (automatic)
No,9,88.4,Month-to-month,0,Fiber optic,Mailed check
No,1,20.35,Month-to-month,0,No,Mailed check
No,32,18.95,Two year,0,No,Mailed check
No,34,88.85,Month-to-month,0,Fiber optic,Mailed check
No,54,61.0,One year,0,DSL,Electronic check
Yes,6,80.5,Month-to-month,0,Fiber optic,Electronic check
No,62,19.95,One year,0,No,Bank transfer (automatic)
Yes,13,55.95,Month-to-month,0,DSL,Electronic check
No,30,19.3,Two year,0,No,Mailed check
No,55,19.5,One year,0,No,Mailed check
No,17,70.35,One year,0,DSL,Bank transfer (automatic)
No,7,81.25,Month-to-month,0,DSL,Bank transfer (automatic)
No,18,95.95,Month-to-month,0,Fiber optic,Credit card (automatic)
No,6,45.5,Month-to-month,0,DSL,Mailed check
No,53,73.9,Two year,0,DSL,Bank transfer (automatic)
Yes,16,73.85,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,45,24.45,Two year,0,No,Mailed check
No,64,97.0,One year,1,Fiber optic,Bank transfer (automatic)
No,18,40.2,One year,0,DSL,Mailed check
No,70,74.8,Two year,0,DSL,Credit card (automatic)
No,69,23.95,Two year,0,No,Bank transfer (automatic)
No,40,96.35,Month-to-month,0,Fiber optic,Credit card (automatic)
Yes,21,102.8,Month-to-month,0,Fiber optic,Electronic check
Yes,19,95.15,Month-to-month,0,Fiber optic,Electronic check
No,18,87.9,Month-to-month,0,Fiber optic,Mailed check
No,1,20.05,Month-to-month,0,No,Mailed check
Yes,2,62.05,Month-to-month,0,DSL,Bank transfer (automatic)
No,33,59.55,Two year,0,DSL,Bank transfer (automatic)
Yes,1,19.3,Month-to-month,0,No,Mailed check
No,60,74.85,One year,1,DSL,Credit card (automatic)
No,72,109.75,Two year,0,Fiber optic,Credit card (automatic)
Yes,2,45.0,Month-to-month,0,DSL,Mailed check
No,63,79.85,Two year,0,DSL,Credit card (automatic)
No,12,67.25,Month-to-month,0,DSL,Electronic check
No,31,87.6,Month-to-month,0,Fiber optic,Electronic check
No,71,89.9,Two year,0,DSL,Credit card (automatic)
,1,94.4,Month-to-month,0,Fiber optic,Electronic check
No,50,101.9,One year,1,Fiber optic,Bank transfer (automatic)
No,54,46.2,Two year,0,DSL,Bank transfer (automatic)
Yes,1,52.2,Month-to-month,0,DSL,Electronic check
No,11,55.6,Month-to-month,1,DSL,Electronic check
No,44,70.95,One year,0,DSL,Electronic check
No,62,107.6,Two year,0,Fiber optic,Bank transfer (automatic)
No,57,86.9,One year,0,Fiber optic,Electronic check
No,18,19.8,One year,0,No,Bank transfer (automatic)
No,70,98.7,Two year,0,Fiber optic,Bank transfer (automatic)
No,21,99.85,Month-to-month,0,Fiber optic,Credit card (automatic)
Yes,17,45.05,Month-to-month,1,DSL,Electronic check
No,42,95.55,Month-to-month,1,Fiber optic,Electronic check
,11,45.9,Month-to-month,0,DSL,Bank transfer (automatic)
No,21,79.2,One year,0,Fiber optic,Electronic check
No,3,19.55,Month-to-month,0,No,Electronic check
No,8,19.95,Month-to-month,0,No,Mailed check
Yes,18,57.45,Month-to-month,0,DSL,Electronic check
Yes,2,88.55,Month-to-month,1,Fiber optic,Electronic check
No,2,20.2,One year,0,No,Mailed check
No,51,19.6,Two year,1,No,Credit card (automatic)
No,21,75.9,One year,0,DSL,Bank transfer (automatic)
Yes,55,54.55,Month-to-month,0,DSL,Bank transfer (automatic)
No,70,89.75,Two year,0,DSL,Credit card (automatic)
Yes,31,55.25,Month-to-month,0,DSL,Electronic check
No,67,49.35,One year,0,DSL,Bank transfer (automatic)
Yes,1,70.1,Month-to-month,0,Fiber optic,Electronic check
No,21,19.6,Two year,0,No,Mailed check
Yes,22,69.25,Month-to-month,0,Fiber optic,Electronic check
Yes,11,84.8,Month-to-month,1,Fiber optic,Credit card (automatic)
No,1,45.2,Month-to-month,1,DSL,Electronic check
No,72,25.85,Two year,0,No,Credit card (automatic)
No,34,25.6,One year,0,No,Credit card (automatic)
No,29,20.0,One year,0,No,Electronic check
Yes,56,100.3,One year,0,Fiber optic,Credit card (automatic)
No,5,64.4,Month-to-month,0,DSL,Credit card (automatic)
No,18,33.6,Month-to-month,0,DSL,Mailed check
No,20,20.0,Month-to-month,0,No,Electronic check
Yes,2,79.6,Month-to-month,1,Fiber optic,Electronic check
No,45,99.7,Two year,0,Fiber optic,Bank transfer (automatic)
No,20,107.05,Month-to-month,1,Fiber optic,Electronic check
No,29,20.0,One year,0,No,Mailed check
No,50,79.6,Two year,0,DSL,Mailed check
No,11,35.8,Month-to-month,0,DSL,Mailed check
No,72,91.95,Two year,0,DSL,Credit card (automatic)
No,6,19.65,Month-to-month,0,No,Mailed check
Yes,44,84.8,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,72,86.65,Two year,0,DSL,Credit card (automatic)
No,48,95.4,Month-to-month,0,Fiber optic,Electronic check
No,50,70.35,Month-to-month,1,DSL,Bank transfer (automatic)
No,1,55.55,Month-to-month,0,DSL,Mailed check
Yes,1,24.75,Month-to-month,0,DSL,Electronic check
No,36,60.7,One year,0,DSL,Credit card (automatic)
No,7,20.25,Month-to-month,0,No,Mailed check
Yes,26,98.35,Month-to-month,0,Fiber optic,Electronic check
No,40,20.15,Two year,0,No,Mailed check
No,72,72.1,Two year,0,DSL,Credit card (automatic)
No,63,79.8,Two year,0,DSL,Credit card (automatic)
No,2,80.15,Month-to-month,0,Fiber optic,Electronic check
No,60,95.4,One year,0,Fiber optic,Bank transfer (automatic)
No,47,19.3,Two year,0,No,Bank transfer (automatic)
Yes,1,20.5,Month-to-month,0,No,Mailed check
No,25,79.0,Month-to-month,0,DSL,Mailed check
No,4,75.65,Month-to-month,0,Fiber optic,Electronic check
Yes,1,50.1,Month-to-month,0,DSL,Mailed check
No,37,19.6,One year,1,No,Mailed check
Yes,4,84.6,Month-to-month,1,Fiber optic,Electronic check
No,72,75.4,Two year,0,DSL,Bank transfer (automatic)
No,67,105.7,One year,0,Fiber optic,Bank transfer (automatic)
No,59,80.1,One year,0,DSL,Electronic check
Yes,1,70.4,Month-to-month,0,Fiber optic,Electronic check
No,43,94.1,Month-to-month,0,Fiber optic,Electronic check
Yes,1,19.45,Month-to-month,0,No,Mailed check
,67,109.7,One year,0,Fiber optic,Credit card (automatic)
Yes,4,70.4,Month-to-month,0,Fiber optic,Electronic check
Yes,9,65.0,Month-to-month,0,DSL,Mailed check
No,30,82.05,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,13,19.45,Month-to-month,0,No,Credit card (automatic)
No,2,74.75,Month-to-month,0,Fiber optic,Electronic check
No,30,19.05,Two year,0,No,Mailed check
No,12,30.25,One year,0,DSL,Credit card (automatic)
No,63,110.1,Two year,0,Fiber optic,Credit card (automatic)
No,48,23.55,Two year,0,No,Mailed check
No,1,20.15,Month-to-month,0,No,Bank transfer (automatic)
No,71,82.7,Two year,1,DSL,Bank transfer (automatic)
No,61,24.4,Two year,0,No,Mailed check
No,5,20.05,Month-to-month,1,No,Bank transfer (automatic)
Yes,46,59.9,One year,1,DSL,Bank transfer (automatic)
Yes,1,20.2,Month-to-month,0,No,Mailed check
Yes,47,110.85,One year,0,Fiber optic,Credit card (automatic)
Yes,59,99.5,One year,0,Fiber optic,Bank transfer (automatic)
Yes,5,81.0,Month-to-month,1,Fiber optic,Electronic check
No,26,19.8,One year,0,No,Credit card (automatic)
No,40,65.1,Month-to-month,0,DSL,Mailed check
Yes,1,60.0,Month-to-month,0,DSL,Electronic check
No,7,20.25,Month-to-month,0,No,Bank transfer (automatic)
Yes,48,103.25,One year,0,Fiber optic,Credit card (automatic)
Yes,1,19.9,Month-to-month,0,No,Mailed check
No,11,29.6,Month-to-month,0,DSL,Electronic check
No,8,19.45,Month-to-month,0,No,Bank transfer (automatic)
Yes,38,99.55,Month-to-month,1,Fiber optic,Electronic check
No,34,20.8,Month-to-month,0,No,Mailed check
No,19,20.2,Two year,0,No,Mailed check
,61,64.05,One year,1,DSL,Bank transfer (automatic)
No,70,113.65,Two year,1,Fiber optic,Electronic check
Yes,1,68.95,Month-to-month,0,Fiber optic,Electronic check
Yes,4,79.9,Month-to-month,0,Fiber optic,Electronic check
No,51,20.65,Two year,0,No,Bank transfer (automatic)
No,35,62.15,One year,0,DSL,Bank transfer (automatic)
No,30,89.9,Month-to-month,0,Fiber optic,Credit card (automatic)
No,8,90.25,Month-to-month,0,Fiber optic,Electronic check
No,4,25.15,Month-to-month,0,DSL,Electronic check
No,10,19.3,One year,0,No,Mailed check
No,72,104.9,One year,0,Fiber optic,Credit card (automatic)
Yes,2,44.7,Month-to-month,1,DSL,Electronic check
Yes,23,79.15,Month-to-month,0,Fiber optic,Electronic check
No,50,103.4,One year,0,Fiber optic,Bank transfer (automatic)
No,71,19.85,Two year,0,No,Bank transfer (automatic)
Yes,10,81.0,Month-to-month,0,Fiber optic,Credit card (automatic)
Yes,30,100.2,Month-to-month,0,Fiber optic,Electronic check
Yes,29,80.15,Month-to-month,0,Fiber optic,Bank transfer (automatic)
Yes,20,79.15,Month-to-month,1,Fiber optic,Electronic check
No,18,25.15,Month-to-month,0,DSL,Mailed check
No,32,89.6,Month-to-month,0,Fiber optic,Electronic check
No,72,20.1,Two year,0,No,Credit card (automatic)
No,72,103.75,Two year,0,Fiber optic,Bank transfer (automatic)
Yes,13,84.45,Month-to-month,0,Fiber optic,Electronic check
Yes,8,100.6,Month-to-month,1,Fiber optic,Electronic check
Yes,25,84.8,Month-to-month,0,Fiber optic,Electronic check
No,22,81.7,Month-to-month,1,Fiber optic,Electronic check
No,42,20.25,Two year,0,No,Electronic check
No,61,43.7,One year,0,DSL,Credit card (automatic)
No,35,72.1,One year,0,DSL,Mailed check
No,40,74.8,Month-to-month,0,Fiber optic,Credit card (automatic)
Yes,1,86.05,Month-to-month,1,Fiber optic,Electronic check
No,72,83.3,Two year,0,DSL,Bank transfer (automatic)
No,66,110.6,One year,1,Fiber optic,Credit card (automatic)
No,20,51.8,Month-to-month,0,DSL,Mailed check
No,16,79.95,Month-to-month,0,Fiber optic,Credit card (automatic)
Yes,46,96.05,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,72,112.4,Two year,1,Fiber optic,Electronic check
No,19,24.1,Month-to-month,0,No,Credit card (automatic)
Yes,29,94.65,Month-to-month,0,Fiber optic,Credit card (automatic)
No,65,103.15,One year,1,Fiber optic,Bank transfer (automatic)
No,67,83.85,Month-to-month,1,Fiber optic,Bank transfer (automatic)
No,39,49.8,Two year,0,DSL,Bank transfer (automatic)
No,72,25.0,Two year,0,No,Credit card (automatic)
No,47,41.9,Two year,0,DSL,Mailed check
No,65,100.15,One year,0,Fiber optic,Bank transfer (automatic)
No,56,104.75,Month-to-month,1,Fiber optic,Electronic check
Yes,1,86.0,Month-to-month,1,Fiber optic,Electronic check
Yes,37,76.5,Month-to-month,1,Fiber optic,Electronic check
Yes,1,44.9,Month-to-month,0,DSL,Bank transfer (automatic)
No,6,89.35,Month-to-month,1,Fiber optic,Electronic check
No,56,73.25,Two year,1,DSL,Bank transfer (automatic)
No,40,85.05,One year,0,Fiber optic,Electronic check
No,5,89.15,Month-to-month,0,Fiber optic,Electronic check
Yes,70,104.0,Two year,0,Fiber optic,Credit card (automatic)
No,3,73.85,Month-to-month,1,Fiber optic,Electronic check
No,2,59.5,Two year,0,DSL,Mailed check
Yes,1,44.1,Month-to-month,0,DSL,Electronic check
No,58,55.5,Two year,0,DSL,Credit card (automatic)
No,13,73.75,Month-to-month,0,Fiber optic,Credit card (automatic)
No,10,20.0,Month-to-month,0,No,Electronic check
No,66,116.25,One year,1,Fiber optic,Electronic check
No,56,80.9,One year,0,Fiber optic,Electronic check
Yes,1,69.65,Month-to-month,1,Fiber optic,Electronic check
No,71,47.6,Two year,0,DSL,Bank transfer (automatic)
No,56,64.65,One year,0,DSL,Bank transfer (automatic)
Yes,24,90.35,Month-to-month,0,Fiber optic,Electronic check
Yes,1,20.0,Month-to-month,0,No,Mailed check
No,55,75.75,One year,0,DSL,Bank transfer (automatic)
No,42,20.7,Two year,0,No,Mailed check
,2,18.75,Month-to-month,0,No,Bank transfer (automatic)
No,42,92.15,Month-to-month,0,Fiber optic,Electronic check
No,14,19.6,Month-to-month,0,No,Credit card (automatic)
No,10,34.55,Month-to-month,1,DSL,Bank transfer (automatic)
No,22,25.25,Two year,0,No,Credit card (automatic)
Yes,32,69.75,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,39,20.45,Two year,0,No,Bank transfer (automatic)
No,57,101.3,Two year,1,Fiber optic,Credit card (automatic)
No,8,87.1,Month-to-month,1,Fiber optic,Electronic check
No,63,71.5,One year,0,DSL,Electronic check
No,61,61.45,Two year,0,DSL,Bank transfer (automatic)
Yes,1,19.8,Month-to-month,0,No,Mailed check
No,50,19.35,One year,0,No,Mailed check
Yes,11,19.95,Month-to-month,1,No,Mailed check
No,35,25.45,Two year,0,No,Bank transfer (automatic)
Yes,1,20.15,Month-to-month,0,No,Mailed check
No,72,80.2,Two year,0,DSL,Bank transfer (automatic)
Yes,29,98.65,Month-to-month,1,Fiber optic,Electronic check
No,29,70.9,One year,0,DSL,Credit card (automatic)
Yes,5,19.35,Month-to-month,0,No,Mailed check
Yes,11,41.6,One year,0,DSL,Electronic check
No,54,70.7,One year,0,DSL,Electronic check
No,49,89.85,One year,1,Fiber optic,Bank transfer (automatic)
No,72,109.7,Two year,1,Fiber optic,Credit card (automatic)
Yes,9,79.35,Month-to-month,0,Fiber optic,Bank transfer (automatic)
Yes,1,94.6,Month-to-month,0,Fiber optic,Electronic check
Yes,31,86.55,Month-to-month,0,Fiber optic,Credit card (automatic)
No,1,84.6,Month-to-month,0,Fiber optic,Electronic check
Yes,56,104.55,One year,1,Fiber optic,Bank transfer (automatic)
No,70,68.95,Two year,0,DSL,Credit card (automatic)
No,55,90.45,Month-to-month,1,Fiber optic,Electronic check
Yes,3,53.4,Month-to-month,0,DSL,Credit card (automatic)
Yes,5,84.5,Month-to-month,0,Fiber optic,Electronic check
Yes,3,69.65,Month-to-month,0,Fiber optic,Electronic check
No,26,73.5,Two year,0,DSL,Credit card (automatic)
No,25,65.8,Month-to-month,0,DSL,Bank transfer (automatic)
Yes,15,58.6,Month-to-month,0,DSL,Credit card (automatic)
No,31,49.2,Month-to-month,0,DSL,Mailed check
No,2,91.45,Month-to-month,0,Fiber optic,Electronic check
Yes,1,53.55,Month-to-month,0,DSL,Mailed check
No,18,56.25,Month-to-month,0,DSL,Mailed check
No,2,95.5,Month-to-month,1,Fiber optic,Credit card (automatic)
No,13,71.95,Month-to-month,0,DSL,Electronic check
No,40,19.1,Two year,0,No,Mailed check
No,17,20.65,One year,1,No,Mailed check
No,10,19.9,Month-to-month,0,No,Mailed check
No,61,99.9,One year,0,Fiber optic,Electronic check
No,27,59.45,Month-to-month,0,DSL,Electronic check
No,60,37.7,Two year,0,DSL,Bank transfer (automatic)
No,64,66.15,One year,0,DSL,Credit card (automatic)
No,28,59.55,Month-to-month,0,DSL,Bank transfer (automatic)
Yes,11,19.25,Month-to-month,0,No,Mailed check
,8,75.0,Month-to-month,0,Fiber optic,Mailed check
No,34,97.7,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,36,74.9,Month-to-month,1,Fiber optic,Bank transfer (automatic)
No,35,49.2,Month-to-month,0,DSL,Electronic check
No,22,26.25,Two year,0,No,Mailed check
Yes,4,88.95,Month-to-month,0,Fiber optic,Electronic check
Yes,4,85.95,Month-to-month,0,Fiber optic,Electronic check
No,43,20.0,One year,0,No,Mailed check
No,70,20.35,Two year,0,No,Credit card (automatic)
No,15,65.6,One year,0,DSL,Credit card (automatic)
No,3,64.4,Month-to-month,0,DSL,Credit card (automatic)
Yes,7,48.7,Month-to-month,0,DSL,Electronic check
Yes,35,101.4,Month-to-month,1,Fiber optic,Electronic check
Yes,2,44.6,Month-to-month,0,DSL,Credit card (automatic)
No,29,19.85,One year,0,No,Mailed check
No,72,63.7,Two year,0,DSL,Bank transfer (automatic)
Yes,27,94.55,Month-to-month,0,Fiber optic,Mailed check
No,71,84.4,Two year,0,DSL,Credit card (automatic)
No,30,74.65,One year,0,DSL,Credit card (automatic)
No,19,34.3,Month-to-month,1,DSL,Credit card (automatic)
No,56,24.15,Two year,0,No,Bank transfer (automatic)
No,36,20.85,One year,0,No,Bank transfer (automatic)
No,57,65.2,Month-to-month,0,DSL,Bank transfer (automatic)
No,3,69.6,Month-to-month,0,Fiber optic,Mailed check
No,52,102.7,Month-to-month,0,Fiber optic,Credit card (automatic)
No,2,20.0,Month-to-month,0,No,Mailed check
No,17,25.1,Month-to-month,0,DSL,Credit card (automatic)
,30,100.4,Month-to-month,0,Fiber optic,Bank transfer (automatic)
Yes,1,75.35,Month-to-month,1,Fiber optic,Electronic check
,8,84.9,Month-to-month,0,Fiber optic,Electronic check
No,68,95.9,Month-to-month,1,Fiber optic,Electronic check
No,57,20.75,Two year,0,No,Mailed check
No,72,55.3,Two year,0,DSL,Bank transfer (automatic)
No,26,84.3,Month-to-month,0,Fiber optic,Mailed check
No,14,76.1,Two year,0,DSL,Bank transfer (automatic)
No,30,100.45,Month-to-month,0,Fiber optic,Electronic check
No,66,29.45,One year,0,DSL,Credit card (automatic)
No,49,93.85,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,15,20.35,One year,0,No,Credit card (automatic)
No,71,84.2,Two year,0,DSL,Credit card (automatic)
No,39,20.7,Two year,0,No,Credit card (automatic)
No,67,54.2,Two year,0,DSL,Credit card (automatic)
No,31,54.35,Month-to-month,0,DSL,Mailed check
Yes,50,109.65,Two year,0,Fiber optic,Electronic check
No,13,19.95,Two year,0,No,Mailed check
No,47,96.1,One year,0,Fiber optic,Electronic check
Yes,10,29.5,Month-to-month,0,DSL,Mailed check
No,23,84.25,Month-to-month,0,Fiber optic,Electronic check
No,57,19.4,One year,0,No,Mailed check
No,56,85.6,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,10,24.5,Month-to-month,0,No,Mailed check
No,30,66.3,Month-to-month,0,DSL,Bank transfer (automatic)
No,43,84.85,Month-to-month,1,Fiber optic,Electronic check
Yes,54,82.45,One year,1,DSL,Bank transfer (automatic)
No,9,75.85,Month-to-month,0,Fiber optic,Electronic check
No,27,81.3,Month-to-month,0,Fiber optic,Electronic check
No,20,18.9,Month-to-month,0,No,Credit card (automatic)
Yes,7,69.35,Month-to-month,0,Fiber optic,Electronic check
Yes,6,44.75,Month-to-month,0,DSL,Electronic check
No,51,110.05,One year,0,Fiber optic,Credit card (automatic)
Yes,2,70.7,Month-to-month,0,Fiber optic,Credit card (automatic)
Yes,1,20.05,Month-to-month,1,No,Mailed check
No,1,70.7,Month-to-month,0,Fiber optic,Mailed check
No,38,84.1,One year,0,DSL,Bank transfer (automatic)
No,11,75.9,Month-to-month,0,Fiber optic,Mailed check
No,56,106.8,One year,0,Fiber optic,Electronic check
No,72,113.65,Two year,0,Fiber optic,Bank transfer (automatic)
No,13,20.2,One year,0,No,Mailed check
No,1,75.55,Month-to-month,0,Fiber optic,Electronic check
No,7,69.2,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,51,25.5,Two year,0,No,Mailed check
No,29,45.0,Month-to-month,1,DSL,Electronic check
Yes,1,50.15,Month-to-month,1,DSL,Mailed check
Yes,1,20.6,Month-to-month,0,No,Mailed check
No,26,75.0,One year,0,DSL,Bank transfer (automatic)
Yes,3,105.35,Month-to-month,0,Fiber optic,Bank transfer (automatic)
Yes,1,75.35,Month-to-month,0,Fiber optic,Electronic check
No,67,106.7,Two year,0,Fiber optic,Credit card (automatic)
No,65,105.05,Month-to-month,0,Fiber optic,Electronic check
No,43,106.0,One year,0,Fiber optic,Credit card (automatic)
Yes,39,50.75,Month-to-month,0,DSL,Electronic check
No,9,20.35,Two year,0,No,Mailed check
No,30,83.55,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,32,61.4,Month-to-month,0,DSL,Bank transfer (automatic)
No,25,53.65,One year,0,DSL,Mailed check
No,13,19.75,Two year,0,No,Mailed check
No,3,19.9,Month-to-month,0,No,Mailed check
No,2,20.25,Month-to-month,0,No,Mailed check
No,67,54.2,Two year,0,DSL,Bank transfer (automatic)
No,66,108.45,One year,1,Fiber optic,Electronic check
No,4,50.3,Month-to-month,0,DSL,Electronic check
No,50,80.05,One year,0,DSL,Bank transfer (automatic)
Yes,60,50.8,Month-to-month,0,DSL,Electronic check
No,64,104.65,One year,0,Fiber optic,Credit card (automatic)
No,59,24.45,Two year,0,No,Electronic check
No,51,83.4,Month-to-month,0,Fiber optic,Bank transfer (automatic)
Yes,1,45.3,Month-to-month,0,DSL,Electronic check
No,10,64.9,One year,0,DSL,Mailed check
,14,65.45,Month-to-month,0,DSL,Electronic check
No,17,55.35,Month-to-month,0,DSL,Credit card (automatic)
Yes,18,39.05,Month-to-month,0,DSL,Electronic check
No,1,20.65,Month-to-month,0,No,Electronic check
Yes,58,109.45,Two year,0,Fiber optic,Bank transfer (automatic)
No,59,100.05,Two year,0,Fiber optic,Mailed check
No,2,91.15,Month-to-month,0,Fiber optic,Electronic check
No,24,56.35,Month-to-month,0,DSL,Credit card (automatic)
No,47,19.65,Two year,0,No,Bank transfer (automatic)
Yes,3,91.5,Month-to-month,0,Fiber optic,Credit card (automatic)
No,55,56.8,Two year,0,DSL,Mailed check
Yes,43,110.75,Month-to-month,1,Fiber optic,Bank transfer (automatic)
Yes,1,45.95,Month-to-month,0,DSL,Mailed check
Yes,11,73.5,Month-to-month,0,Fiber optic,Electronic check
No,60,53.6,Two year,0,DSL,Electronic check
No,72,67.2,Two year,0,DSL,Credit card (automatic)
No,69,25.6,Two year,0,No,Bank transfer (automatic)
No,29,84.3,Month-to-month,1,Fiber optic,Electronic check
No,71,89.9,Two year,0,DSL,Bank transfer (automatic)
No,48,105.1,Month-to-month,0,Fiber optic,Credit card (automatic)
No,36,95.0,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,2,70.1,Month-to-month,1,Fiber optic,Electronic check
No,50,75.7,One year,0,DSL,Bank transfer (automatic)
No,3,75.3,Month-to-month,0,DSL,Electronic check
No,31,20.45,Two year,0,No,Mailed check
No,63,40.6,One year,0,DSL,Bank transfer (automatic)
No,54,46.0,Two year,0,DSL,Credit card (automatic)
No,56,65.2,One year,0,DSL,Bank transfer (automatic)
No,43,86.45,Two year,0,DSL,Credit card (automatic)
No,25,105.5,Month-to-month,0,Fiber optic,Electronic check
Yes,25,105.95,Month-to-month,1,Fiber optic,Mailed check
No,62,72.0,Two year,0,DSL,Credit card (automatic)
No,49,90.4,Month-to-month,0,Fiber optic,Credit card (automatic)
No,1,45.8,Month-to-month,0,DSL,Mailed check
No,8,29.35,Month-to-month,0,DSL,Mailed check
Yes,1,69.8,Month-to-month,0,Fiber optic,Electronic check
,50,25.2,One year,1,No,Electronic check
No,72,114.5,Two year,1,Fiber optic,Mailed check
No,63,50.65,Two year,0,DSL,Bank transfer (automatic)
No,54,89.4,Month-to-month,0,Fiber optic,Credit card (automatic)
Yes,33,103.7,One year,0,Fiber optic,Mailed check
No,31,71.05,Month-to-month,0,DSL,Electronic check
Yes,10,98.55,Month-to-month,0,Fiber optic,Electronic check
No,59,109.15,One year,0,Fiber optic,Credit card (automatic)
No,9,93.0,Month-to-month,0,Fiber optic,Bank transfer (automatic)
Yes,10,29.65,Month-to-month,1,DSL,Electronic check
Yes,1,19.95,Month-to-month,0,No,Electronic check
No,4,19.95,Month-to-month,0,No,Mailed check
No,38,94.75,Month-to-month,1,Fiber optic,Electronic check
No,16,75.1,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,67,19.95,Two year,0,No,Bank transfer (automatic)
No,20,19.7,Two year,0,No,Mailed check
No,64,74.35,Two year,0,DSL,Mailed check
No,28,92.9,One year,0,Fiber optic,Bank transfer (automatic)
No,71,95.15,One year,0,Fiber optic,Credit card (automatic)
No,21,104.55,One year,0,Fiber optic,Mailed check
No,3,94.85,Month-to-month,1,Fiber optic,Electronic check
No,31,98.05,One year,0,Fiber optic,Bank transfer (automatic)
No,37,55.05,Month-to-month,0,DSL,Mailed check
No,68,110.2,Two year,0,Fiber optic,Electronic check
No,34,85.35,Month-to-month,0,Fiber optic,Electronic check
